original_job,new_job
vehicle reliability engineer,
vehicle software integration engineer,
vehicle systems,
velocity sw engineer,
vendavo configuration analyst,
vendavo project lead,
vendor operations supervisor,
venture capital associate,
venue relations director,
verif ds eng,
verilog programmer,
vertica database administrator,
vertical analyst,
veterinary cardiologist,
veterinary resident,
veterinary surgeon,
veternarian,
video associate product manager,
video codec research engineer,
video editing creative director,
video game programmer,
video production,
violin adjunct faculty,
violin advisor,
violin and viola teacher,
viper tools software engineer,
virgin living chief executive officer,
